case,vpc_uid
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb26_invalid,BJE0UIVAJD11V70F9FL9N4GVTS
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_city_guadalajara_negative,U59I7PO2HL25B4P3SS18R12LU8
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb23_invalid,8PPI012THT4FRCP00HEOU27TMK
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb25_valid,VJ5ANHSMUL0GJ2LBOUBFA8895S
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb24_invalid,O9GSM2QL0521B8EB1DAG2L0LM4
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_negative,GD0FQ7FKL92BF07T3NQAK95NFS
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb23_valid,MJ84RCNCE111B42DMBM70KGLL0
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_state_jalisco_negative,7H7IMPUA0L7VB3PBCV50AJVLV4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb24_invalid,6BKT0RPM057IVAEGDSR02NPFCC
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb25_valid,3EBCI1L0TD6S75M90QGENFE348
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb23_invalid,3449TG5SQ53UH24UO2UD2PV8LS
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb22_valid,EQUET70C9T373F7EJG64VTJHDG
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb26_invalid,A9P26KPG691STCH3ACO358UER4
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb22_invalid,EGR5BJNIF52OBDILPRP7JHC548
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb22_invalid,0DG256LCD55J3812JAM6I6PHIG
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb25_invalid,FK8PDEU6Q540H4CMNF3D2A088C
test_bid_request_geo_targeting_ctv_rtb24_country_canada_state_ontario_valid,HDVONMEBJ952JFSBR75PK6H9AO
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb25_invalid,BKB4A5MTB906R5I52RELLS3D6C
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_valid,96T58Q36FP3HTEIKD1J7TTOUF8
test_bid_request_geo_targeting_for_country_usa_rtb24_valid,U4BM75ALPL6UJ5R3ILASRNF9NC
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb25_valid,MS13FISLD53I90HNPEAMI5P420
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_negative,LO2H9I75HH4NF18KP3IOOUBNAC
test_bid_request_geo_targeting_ctv_rtb25_country_brazil_negative,441KLG9JGH5710QAO4PO8AJGOS
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb25_valid,Q2FN6VMA5L0JD7RJFR52RG9MQS
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb25_valid,H4Q4J1C0C579HD29GM062BKO5G
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb24_negative,LMV7JATEE14QLFJPLEN71ADA9G
test_bid_request_geo_targeting_for_country_usa_kansas_rtb23_valid,U7M2DL72VD2P9B16QJHFMHCKUC
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb23_valid,K6SUL3NJJD5M5EFAHRPPMIR2SS
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb25_invalid,5EBI5K3PV97O95P2Q1SVLBS4E0
test_bid_request_geo_targeting_for_country_usa_kansas_rtb23_negative,ENLL0SEB5D0CJAQGE75IMG69ES
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_valid,TU4HUE1QFH01928V70T7OK0K50
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb22_invalid,OJBTHBJ8DD0J55UOLPK6NC9I4C
test_bid_request_geo_targeting_for_country_usa_rtb22_negative,3M709OHM2P2TH3G4S8R1D9EONG
test_bid_request_geo_targeting_for_country_argentina_rtb26_valid,LLCCN1IQL141766BGPDAHM0J9S
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb25_valid,MC87SPJVLL28N43UCPVQR54BA0
test_bid_request_geo_targeting_for_country_usa_rtb26_negative,IIPSAQKK8L7O9CU5DAA4ABS454
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb26_valid,8A9FLA05PT3VD4NQL02SVDVMSG
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb24_negative,C0CIP20ART07969CH05DU43K5G
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_valid,LQRH3C6TG16S3DOHM3EO1VE1SS
test_bid_request_geo_targeting_ctv_rtb26_country_brazil_valid,HF7A1LC6S14PR3L0QM3E0UCT44
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_negative,8EHFMN4L310J38NRBIAHH89HSG
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_negative,HUBFGCJEM91AP5NO69NB4GLCCC
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb23_invalid,MSCV0UJ0UH59D6FGF9GF8EKM0C
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb24_invalid,JCNDUJMAF9655BMV9R57LF2IG4
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb26_invalid,KER8P93JPD1NPDKCKHPSMSRS74
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb24_negative,HLF729AST17SN7JH4LEEG7UB24
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb22_valid,G2NEBS6ES17EBBN5U37E1BN56C
test_bid_request_geo_targeting_ctv_rtb24_country_canada_valid,6IR9G4HT655CPDKO28UJ3UMCCG
test_bid_request_geo_targeting_ctv_rtb25_country_canada_city_toronto_negative,ENHNBUR4OP3F78RLVDICDPNJHC
test_bid_request_geo_targeting_for_country_usa_kansas_rtb24_valid,UO12DILDLL66V0H6PAMQQN3FR8
test_bid_request_geo_targeting_ctv_rtb26_country_canada_city_toronto_valid,S8L3EQHA1L68LAHND8L0QN4AVC
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb22_valid,T6SSCFS4KT5GFEE67U2AEEO78S
test_bid_request_geo_targeting_ctv_rtb26_country_canada_negative,E58SFRAHED2714E7TL8N713G14
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb24_valid,6D360RFVOL6E91J0DNVSAF74HC
test_bid_request_geo_targeting_for_country_usa_rtb23_valid,HEUQE2IOV1149FD719CFGKI4FS
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb26_valid,DO2PJ15VCL79P1CPGIVMAJKSP8
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb22_valid,PFVKPGR0D1013FQCODG6G80HOO
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_state_jalisco_city_guadalajara_negative,B9CTV249OH5MT6EVH24S8QREJS
test_bid_request_geo_targeting_ctv_rtb24_country_canada_city_toronto_negative,4U106V5BJ90HP0G3FILPKK8SDC
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb22_valid,E08446FM4962V42237R24F1F98
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb25_invalid,UJLBGCLLAP2QLALO6AQLCDDA54
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb25_valid,3U1DKJS3B50MB0MQ9U1LJKB5QO
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb22_invalid,T8516M2HI14612GJB18P06306C
test_bid_request_geo_targeting_ctv_rtb25_country_canada_city_toronto_valid,0QL3RJU51D6MDAHTPV2GMBB6D8
test_bid_request_geo_targeting_ctv_rtb26_country_canada_state_ontario_negative,CVH28EU1D53LF8H47F0MIPQNFO
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb26_valid,GJIVJN748H4OR9FPRJI48MCDBG
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb22_valid,EAVEO9EBNT0G5FNC4N5RU8829C
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb24_valid,6OVC54V1UH2ORFM2IFGV99CDN8
test_bid_request_geo_targeting_ctv_rtb22_country_canada_city_toronto_negative,QSC7L0MVAP0TV63QGBFLCKEV7G
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb22_valid,DTGOM1BRN95278CB0LTRKMH3JS
test_bid_request_geo_targeting_ctv_rtb26_country_brazil_state_bahia_negative,5Q4HPCB9V936P28SM5KVKHJC5C
test_bid_request_geo_targeting_ctv_rtb24_country_canada_state_ontario_negative,CB7RQJTKLL2DD3TT9UQARL6M3S
test_bid_request_geo_targeting_ctv_rtb23_country_canada_city_toronto_valid,PGPIS53P492MHCPE2HSI4LB8B0
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb23_valid,UGJSSITVGT5BR9UE9EVOFALT2G
test_bid_request_geo_targeting_for_country_usa_rtb26_valid,NPL1S5VLDL4K5AGU2VQMQQA2JC
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_negative,IA7669JD9129T3J34PMKHH4UE4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb25_valid,GEH77QBM4922P8JJT5R2451CBS
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb25_valid,JMADONBHLL23V56SBLOQRH1VLC
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb23_valid,QRJD2ISSNT32L9MH9EEBU5HA0C
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb25_invalid,QAMF5C63QP33BB7IM31TDTHL98
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_valid,KOHL3IALUL2538QHP5AVAD2H5G
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb22_invalid,HA44ED27CT5CN2276H3MF2MB5K
test_bid_request_geo_targeting_for_country_argentina_rtb24_valid,VP7DRREPUP4NH3MTTNCVDABOP0
test_bid_request_geo_targeting_ctv_rtb23_country_canada_state_ontario_valid,Q38FCS6J397V547ME39HLNVI08
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb24_valid,21FT9LUULP0KH7UKQVFATKA8CK
test_bid_request_geo_targeting_ctv_rtb23_country_canada_valid,3I9D35T0HH4HV4MHIUG8OM8VQS
test_bid_request_geo_targeting_ctv_rtb23_country_canada_city_toronto_negative,RTF8E0VJJL5VN7K70FPPRUVRT0
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_state_jalisco_city_guadalajara_valid,SJCF0KIQ2H0E967GA9D18K74AO
test_bid_request_geo_targeting_ctv_rtb25_country_canada_negative,ODGFUN0TK907L87VBGEQ4S3QG8
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb23_invalid,0V2N34SEL11KJ1BHIE7AGSQ9RK
test_bid_request_geo_targeting_ctv_rtb22_country_brazil_state_bahia_negative,BJEPN9S7NL3SR7CRKU3RRDUDO4
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb24_invalid,EM901HUPT54QD4G0OVCUJED6KS
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb23_negative,82F7NUREJH6CH7JRVDN9PN68C4
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb24_valid,FNCE3C2NCD73H671M1BM7BHO5C
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_valid,MUHRI11NB556N8TP0GRLJ6JBBS
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb26_valid,PT1CRPL52H7KJ0MDSQIH9VQ948
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb22_valid,8KNAUBJ3MD2LHBLF5PHR6HAO6S
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb26_valid,2H1JUI3O1H6FB0PV91S0PV7LTS
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb22_invalid,QC55O77DID6KP2IS3JMP6FAC9C
test_bid_request_geo_targeting_for_country_usa_rtb25_valid,HQ187R90S57KF0K3TKGE27Q7GC
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb24_valid,LN7I2F1O6D0693P17GS37S34RC
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb25_invalid,3R90CS19114434G6E0KGHU21MS
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb24_valid,9RL9C4K8313BFAKM2A41H9LN84
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_negative,Q9IV6HE98910D9FJ8N4K40G6KG
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb23_valid,7KAUOE4UHP3835FC72F8STK13K
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_state_jalisco_negative,2GN06UUCF52H1BG3FF67J18G6K
test_bid_request_geo_targeting_ctv_rtb22_country_canada_valid,91BD4QTA4T4175MIDEL2FE0JEG
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb22_negative,8UOGGGR59L6T3C888DIKRJEHAO
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb24_valid,PF7IC5LLF96DJ3P62QQNKN6PV0
test_bid_request_geo_targeting_ctv_rtb22_country_canada_city_toronto_valid,HIU95SFFJL3IVF4IU7NPRLPFJ4
test_bid_request_geo_targeting_for_country_usa_kansas_rtb22_valid,S1SJ25K7712JPE9H2Q3JGD9SPO
test_bid_request_geo_targeting_ctv_rtb24_country_canada_negative,RSJ0ANBDHD1C79G5BLMONCM3G0
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_valid,3EU76D69AT0K3F3J6J4LE4A1AS
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb22_valid,CBFQAJ4GK918D7T59I8A5KK6CG
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb26_invalid,5E6F7CGRJ55UV37JM8DPIUVFRK
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_negative,FLIGT373152P198EHJHGIHCGRO
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,81BGAIHJRH5IT5O598PTO6PE14
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb26_negative,JMQA3QI2FP2DTD51T917SP6UEG
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_state_jalisco_valid,63BJR6U00D5JT5PTJF006MPUTK
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_city_guadalajara_valid,6HUUP923RT7LRFFCKH1TUJQTMS
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,MJIIQ6SRS51JD99D3EDU34PMD4
test_bid_request_geo_targeting_ctv_rtb24_country_canada_state_ontario_city_toronto_postalcode_M6H_negative,6C7S153AG158T3U0IHL80QKEQG
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb24_valid,QGFACCS2C96VJ7L66E164FFP80
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_state_jalisco_city_guadalajara_negative,1LU2S0VAQD3A5F1E0FLD6HL2L8
test_bid_request_geo_targeting_ctv_rtb24_country_canada_city_toronto_valid,P5NJSBNU3T5BTBPU5RV1UULU2K
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb26_invalid,2SK1VNNDST32LA0VRRMUELHA9C
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb24_invalid,C0JOB81NQH26B9S5K0RT9135R4
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb23_invalid,DANMFRNJJ95QRBR7TRPPLMTD6S
test_bid_request_geo_targeting_for_country_argentina_rtb22_valid,QJTMO957BT5KLERC4IJLV2QAIO
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb25_negative,RK768KJQS92CB3J4A9TE5T6550
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb22_valid,4F8QVCNT5965H4DFMBUIKN2OSK
test_bid_request_geo_targeting_ctv_rtb22_country_brazil_negative,GJJI19SMG96Q39P0KUB85JD1LK
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_negative,LPJRPJI5UL7IR9TSPP2VANPDG0
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb23_valid,LC89RUI9CP0PJ44TV94MDSCP24
test_bid_request_geo_targeting_ctv_rtb25_country_canada_valid,NUMQQ31K9P6DLBDD1GQ4S76QVG
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb23_valid,80KT15TD4P76VAEGIUMICBJFD4
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_state_jalisco_city_guadalajara_negative,K0BQEMD04H2P75T7B6G29TCJ3O
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb25_valid,CDCF9VCJJL4F167KVM9PRQ7G10
test_bid_request_geo_targeting_ctv_rtb24_country_brazil_state_bahia_negative,JDM4FUPKOD46RB27VCQC6U3DAG
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_state_jalisco_city_guadalajara_valid,7450NRTAUD55R2GBTULF72ITVG
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb24_valid,9K62A2CNKD1U731516BQ7SV3L4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb26_valid,KDJLUHDR7H3P99QV8MTJODSKEC
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb25_valid,47519TICPD4H32GKUP6CMU8H0O
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_city_toronto_postalcode_M6H_negative,FDP3MG1OND5HLCHR80SBNUOQS0
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb26_valid,F9161N129D1SR0J0RGH4M4UD78
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb22_valid,GB3FLJI86L5FR1NQPP43AENTQK
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb26_valid,48193DTKB50290KHMUQ5J014FO
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb26_invalid,7BVVE5U3OT6CBFVN2V1SFV65US
test_bid_request_geo_targeting_ctv_rtb24_country_brazil_negative,HVL19IHJOL2PBAGKP8PSADCLG8
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_negative,E8DBOL47QL3AP6LSAI3TALLC4G
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_state_jalisco_valid,NSG2OD79B574L81C6JKLINIAT8
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb22_invalid,QQ25P36BUT0NL12SHJ5VECBQFS
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb23_valid,7T7VLNUSQ14DH3VQRVED0U6O18
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb22_invalid,3C1B88P44H4NF0LK4CI296BN7K
test_bid_request_geo_targeting_for_country_argentina_rtb25_invalid,MLLBUOPABL4INALVCCL5QM9BQ8
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb25_invalid,HSAR7QU3652J75DJTF1J299J3K
test_bid_request_geo_targeting_ctv_rtb22_country_brazil_valid,54B7FI46VT0R35JNP23FVODHU8
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb25_invalid,CRBV8N213958H5VKBH0HL2K8H0
test_bid_request_geo_targeting_for_country_argentina_rtb22_invalid,4O3HCTE80D3BT1OMEN407PLU7O
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb22_valid,C2956SH0454RJ4IJE8G23UDPEC
test_bid_request_geo_targeting_ctv_rtb23_country_canada_state_ontario_negative,NVIOT1PF053CH9CEGSNG25M8NK
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb26_valid,5OHPTGGG817TP8SUO8840JUS1S
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb24_valid,MTP25CHNEL2KVCH2M8RNAPAF2S
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb23_invalid,EC1BFJFH1L43D0LNPNOGQU1MP0
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_state_bahia_negative,9PVMOM21T91BHFRCB10ULOLORG
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_state_jalisco_negative,CI7NHMF9955C53ROR7KKIUM24G
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb24_valid,MVK08MBDP12H3A04B5MSGD8HD8
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb24_invalid,JVLDCV11ML1SRAMMFGGRAGUD34
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb25_valid,0BT8EBCLSP735EK75MAUDJHI2K
test_bid_request_geo_targeting_for_country_usa_kansas_rtb26_negative,CIII1BTEE532V990LUN73PHFMO
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb25_negative,4QMD68K16P04DB6J4A0JC026CS
test_bid_request_geo_targeting_ctv_rtb26_country_canada_city_toronto_negative,52UK67SHVP3ANFA33U8VTPLBN0
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_state_jalisco_city_guadalajara_negative,4VIUGR66Q90779F8DJ3D5S3JF4
test_bid_request_geo_targeting_for_country_argentina_rtb25_valid,0H3K49UASL1LR1Q24V5EAKQTB4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb25_invalid,IMQLR8LIPP14PDATKAPCT4IC2G
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_valid,4OI25BP76D5G9912LSJJ6UO4QC
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb26_valid,DTHFDJD1PL6118NMPMGSRV0G24
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb22_invalid,CVOPNG2MED0ITCCRO1B7609E30
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_state_jalisco_city_guadalajara_valid,LCS1JSV1UP43FE0PUFGVC61NT4
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_city_toronto_postalcode_M6H_negative,3CN0998HD95VNBG4KK8MK6VRVG
test_bid_request_geo_targeting_for_country_usa_rtb23_negative,GSJHT38Q912LV9OUHKD4HDAVTO
test_bid_request_geo_targeting_ctv_rtb24_country_mexico_state_jalisco_valid,QIIT11F6QH6TJ9EGGNJD9REP60
test_bid_request_geo_targeting_for_country_usa_kansas_rtb22_negative,QE1GJIQQTD6OB0O9PDDEMBC5P8
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb26_valid,9APDMTRK0L033CMRETQ0BG1HU4
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb25_negative,JCCGG1EE310PB6880N71GCCL9K
test_bid_request_geo_targeting_for_country_usa_rtb24_negative,ON1VUC7P4T2NP0VV63SIFHBSUK
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb26_negative,798VB46PKP7TN4FLI3CQCJUR9G
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb23_valid,TGBUB69C3D3RN5V5J4M1NHTR88
test_bid_request_geo_targeting_for_country_usa_kansas_rtb25_negative,3UOGRE38UL6ADC8DN1KFAJ56OK
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb25_invalid,H8UONA0PA11MHFCBL0CL18R83K
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb26_invalid,168A3PKOB1719451SQC5HJGKGC
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb22_invalid,P7H5HK00997B78IOQ004LNLJ3S
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb22_negative,DNKPRINV0P2M1ACTPBVGDTB0KC
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_state_jalisco_valid,MI45OPU7SD6VJ22SCV3U7BFP04
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb26_invalid,AB0TLFRHU55JN0EQNTOV22PR18
test_bid_request_geo_targeting_for_country_usa_kansas_rtb25_valid,C8TUOG602D4K7EVC83017QA33S
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_state_bahia_valid,B2FSJ74QMH3HT7U9JIDB9TOUCO
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb22_negative,8U6PNM0Q710MJ3CRR0D3G8B9DC
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb23_valid,74MC5PUDEP7H1B62SV6NCNOGGS
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb25_valid,KT9G19B9KP5BF4O0KLKQCILNP8
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_valid,KCOHNT5VMH4U1C8RUIVR9IF0DC
test_bid_request_geo_targeting_for_country_argentina_rtb23_invalid,J26JCO7JBL04P39MC3PLQO2CPK
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb24_invalid,49F9JVJPU55957KPVPSV32KI74
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb26_negative,SP2P2VGRSH4271CHFODU8613U0
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb24_invalid,V4ME105UDD66PB70G2V6NF3C7C
test_bid_request_geo_targeting_ctv_rtb22_country_brazil_state_bahia_valid,GDOPTN4NML60DCCURIBRAJ0654
test_bid_request_geo_targeting_for_country_argentina_rtb24_invalid,9OHO22MMET1AF8S11BB7F8L7IC
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb23_invalid,VH0KAB169120T0A55GJ4GP0EMG
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb23_invalid,7I8QDD58M503T4D6MIKB2S1URG
test_bid_request_geo_targeting_ctv_rtb24_country_brazil_state_bahia_valid,TEU6P8M28L3SNF3CKB14AHUBLS
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb24_valid,38RFTD0L554GBDNUMGAIIM85SC
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb26_valid,4195J6029P14J4IPJ014SCI9EO
test_bid_request_geo_targeting_for_country_usa_rtb22_valid,2646JCOD9D2SV239MC6KNDEF6O
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb23_valid,SAN5MI8TFH2HBBIR94ENOH8LQS
test_bid_request_geo_targeting_ctv_rtb25_country_brazil_state_bahia_valid,FNMSNE82BH5A7BEBN415OUL30G
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb23_valid,1KC8GVE1A570H648FN0L2FG8IC
test_bid_request_geo_targeting_ctv_rtb25_country_brazil_valid,6ICBDIAEDH7Q765MP576PFT388
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb26_invalid,KI0RM21PL91GN0DR10SQKCOBJG
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_state_jalisco_negative,R0GFROMN3T6EP87TSBBHU37C7S
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb25_valid,T2UV1QT3HT1FVFFGTEHOU0NVEO
test_bid_request_geo_targeting_ctv_rtb23_country_canada_state_ontario_city_toronto_postalcode_M6H_negative,BE3Q72RSF94FB1T3HDU7L27LNG
